Epoch,Update Target Network,Training Iter,Episode #,In Heatup,ER #Transitions,ER #Episodes,Episode Length,Total steps,Epsilon,Shaped Training Reward,Training Reward,Wall-Clock Time,Evaluation Reward,Shaped Evaluation Reward,Success Rate,Inverse Propensity Score,Direct Method Reward,Doubly Robust,Weighted Importance Sampling,Sequential Doubly Robust,Loss/Mean,Loss/Stdev,Loss/Max,Loss/Min,Learning Rate/Mean,Learning Rate/Stdev,Learning Rate/Max,Learning Rate/Min,Grads (unclipped)/Mean,Grads (unclipped)/Stdev,Grads (unclipped)/Max,Grads (unclipped)/Min,Discounted Return/Mean,Discounted Return/Stdev,Discounted Return/Max,Discounted Return/Min,Q/Mean,Q/Stdev,Q/Max,Q/Min
0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0.0,120.0,0.0,0.0,9539.0,1366.0,0.0,0.0,0.0,0.0,0.0,0.003500699996948242,,,,,,,,,3645.512816810608,2018.0530548195852,7103.264789581299,69.20433807373047,0.00010000000000000003,2.710505431213761e-20,0.0001,0.0001,20.729639053344727,6.163133144378662,38.770755767822266,12.144437789916992,,,,,-1.3251246213912964,3.2141687870025635,10.0,-12.906878471374512
2,1.0,240.0,0.0,0.0,9539.0,1366.0,0.0,0.0,0.0,0.0,0.0,0.5936362743377686,,,,-1810947.936847657,-6.172745704650879,77337.03151799207,-72.78153310190139,-6.747233396686322e+17,3038.463788986206,1692.342477508028,6078.936981201172,57.84416961669922,0.00010000000000000003,2.710505431213761e-20,0.0001,0.0001,38.74571990966797,13.272130012512207,75.82791137695312,21.21949005126953,,,,,-3.5100197792053223,3.9636430740356445,10.0,-20.29224967956543
3,1.0,360.0,0.0,0.0,9539.0,1366.0,0.0,0.0,0.0,0.0,0.0,1.16416597366333,,,,-1802802.2369659815,-6.144341945648193,78478.0137342455,-21.946114756227917,-154764380800528.03,2909.499543380737,1817.0429764981814,6201.177917480469,36.95891189575195,0.00010000000000000003,2.710505431213761e-20,0.0001,0.0001,49.85401916503906,18.64377212524414,97.5012435913086,17.398258209228516,,,,,-7.718787670135498,5.6545610427856445,10.0,-29.877368927001953
4,1.0,480.0,0.0,0.0,9539.0,1366.0,0.0,0.0,0.0,0.0,0.0,1.7469756603240967,,,,-1802807.028100529,-6.1443305015563965,78477.18943780118,-2.3860389024269004,-154104366923693.78,3718.42708419164,2290.1382746593767,7657.704257965088,41.216060638427734,0.00010000000000000003,2.710505431213761e-20,0.0001,0.0001,65.490966796875,25.640310287475586,146.2798309326172,27.292104721069336,,,,,-11.824186325073242,7.261940002441406,10.0,-38.09114074707031
5,1.0,600.0,0.0,0.0,9539.0,1366.0,0.0,0.0,0.0,0.0,0.0,2.301243305206299,,,,-2403998.6976071605,-6.147382736206055,-30000.61904014574,-2.267107415631886,-181358570963020.12,4753.801712163289,2804.092097148283,9498.292720794678,52.82378005981445,0.00010000000000000003,2.710505431213761e-20,0.0001,0.0001,88.03062438964844,35.02241897583008,229.09922790527344,34.38892364501953,,,,,-15.141890525817871,8.72475814819336,10.0,-45.324256896972656
6,1.0,720.0,0.0,0.0,9539.0,1366.0,0.0,0.0,0.0,0.0,0.0,2.8286960124969482,,,,-12665637.955727693,-6.290399074554443,-1806878.4003730088,-2.4935918148081937,-3.6990923399314445e+17,5945.449451891581,3375.5210706265234,11949.656085968018,107.21533966064453,0.00010000000000000003,2.710505431213761e-20,0.0001,0.0001,106.43932342529297,36.91175842285156,264.4085693359375,42.256595611572266,,,,,-17.99128532409668,9.995226860046387,10.0,-52.28675079345703
7,1.0,840.0,0.0,0.0,9539.0,1366.0,0.0,0.0,0.0,0.0,0.0,3.381408929824829,,,,-16915338.628622428,-6.555811405181885,-2106249.5879652374,0.3807172104994957,-1.2645840062789316e+16,6494.985954634349,3880.852194706678,13494.964725494385,108.98138427734375,0.00010000000000000003,2.710505431213761e-20,0.0001,0.0001,125.17236328125,39.62232208251953,264.7471008300781,58.4440803527832,,,,,-20.15740966796875,11.128146171569824,10.0,-55.7527961730957
8,1.0,960.0,0.0,0.0,9539.0,1366.0,0.0,0.0,0.0,0.0,0.0,3.9544968605041504,,,,-12238626.531381823,-6.624551773071289,-1682652.8248084574,0.4120463675411925,-1.1703527316685144e+16,7015.106997934977,4225.742812577913,14868.517539978027,138.92835998535156,0.00010000000000000003,2.710505431213761e-20,0.0001,0.0001,138.09088134765625,51.960906982421875,315.6777038574219,59.11310958862305,,,,,-21.445404052734375,12.12105941772461,10.0,-59.47724914550781
9,1.0,1080.0,0.0,0.0,9539.0,1366.0,0.0,0.0,0.0,0.0,0.0,4.522010803222656,,,,-11718400.475708647,-6.643113613128662,-1636655.0479034015,3.057373934832021,-1.1696521856808968e+16,8011.597616831462,4565.6377371422695,15714.306774139404,219.69906616210938,0.00010000000000000003,2.710505431213761e-20,0.0001,0.0001,147.68109130859375,50.26824188232422,307.6160888671875,64.57990264892578,,,,,-22.339405059814453,12.910109519958496,10.0,-60.248077392578125
