Epoch,Update Target Network,Training Iter,Episode #,In Heatup,ER #Transitions,ER #Episodes,Episode Length,Total steps,Epsilon,Shaped Training Reward,Training Reward,Wall-Clock Time,Evaluation Reward,Shaped Evaluation Reward,Success Rate,Inverse Propensity Score,Direct Method Reward,Doubly Robust,Weighted Importance Sampling,Sequential Doubly Robust,Loss/Mean,Loss/Stdev,Loss/Max,Loss/Min,Learning Rate/Mean,Learning Rate/Stdev,Learning Rate/Max,Learning Rate/Min,Grads (unclipped)/Mean,Grads (unclipped)/Stdev,Grads (unclipped)/Max,Grads (unclipped)/Min,Discounted Return/Mean,Discounted Return/Stdev,Discounted Return/Max,Discounted Return/Min,Q/Mean,Q/Stdev,Q/Max,Q/Min
0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0.0,89.0,0.0,0.0,7047.0,1061.0,0.0,0.0,0.0,0.0,0.0,0.003368854522705078,,,,,,,,,2654.436857330665,1419.9423758665491,4908.338840484619,68.97887420654297,0.00010000000000000002,1.3552527156068805e-20,0.0001,0.0001,22.647994995117188,5.054217338562012,38.84514236450195,14.44668197631836,,,,,-1.0060064792633057,3.183466672897339,10.0,-10.119168281555176
2,1.0,178.0,0.0,0.0,7047.0,1061.0,0.0,0.0,0.0,0.0,0.0,0.500014066696167,,,,-1958427.3173562423,-5.013698577880859,-302500.2644461077,-50.72927049663779,-4.813482561480978e+32,2270.350183722678,1266.160732552174,4240.884202957153,50.44783401489258,0.00010000000000000002,1.3552527156068805e-20,0.0001,0.0001,37.07520294189453,8.756073951721191,54.60344696044922,17.068872451782227,,,,,-2.128098249435425,3.846902847290039,10.0,-14.358559608459473
3,1.0,267.0,0.0,0.0,7047.0,1061.0,0.0,0.0,0.0,0.0,0.0,1.1738452911376953,,,,-1547772.6940875798,-4.056509017944336,-256083.53028824963,-50.729267975011034,-25981817299182.86,2055.1391304530453,1261.7253779258924,4090.1159648895264,39.756187438964844,0.00010000000000000002,1.3552527156068805e-20,0.0001,0.0001,49.10581970214844,19.240028381347656,104.77629852294922,16.194671630859375,,,,,-4.283132553100586,5.319882869720459,10.0,-24.525331497192383
4,1.0,356.0,0.0,0.0,7047.0,1061.0,0.0,0.0,0.0,0.0,0.0,1.6341781616210938,,,,-1548167.58114391,-4.053509712219238,-256203.4396417426,-12.24398537533868,-25968908713419.035,2215.814062675733,1428.709657386901,4720.537321090698,45.16218566894531,0.00010000000000000002,1.3552527156068805e-20,0.0001,0.0001,59.00120162963867,27.986492156982422,139.36038208007812,19.510704040527344,,,,,-6.848843097686768,6.910505294799805,10.0,-35.52107620239258
5,1.0,445.0,0.0,0.0,7047.0,1061.0,0.0,0.0,0.0,0.0,0.0,2.09149432182312,,,,-1548170.813694412,-4.053501129150391,-256204.233155641,-12.244252444538793,-25909651123419.332,2731.235921924034,1697.2145378243636,5894.436473846436,53.873714447021484,0.00010000000000000002,1.3552527156068805e-20,0.0001,0.0001,74.43537902832031,33.422569274902344,165.98143005371094,20.472026824951172,,,,,-9.3878173828125,8.335639953613281,10.0,-43.7996711730957
6,1.0,534.0,0.0,0.0,7047.0,1061.0,0.0,0.0,0.0,0.0,0.0,2.5178513526916504,,,,-1548164.444896531,-4.053503036499023,-256202.8110651962,-12.244429662749543,-25813547850261.43,3438.8106207258247,2100.747820694921,7430.555690765381,91.082275390625,0.00010000000000000002,1.3552527156068805e-20,0.0001,0.0001,88.82029724121094,37.225311279296875,181.0582733154297,39.811256408691406,,,,,-11.794858932495117,9.632251739501953,10.0,-50.79953384399414
7,1.0,623.0,0.0,0.0,7047.0,1061.0,0.0,0.0,0.0,0.0,0.0,3.0087578296661377,,,,-2473088.746828983,-4.130862236022949,-675267.2095319713,-12.169251410217543,-25685624560102.074,4320.56225063024,2493.2316893302323,8844.344383239746,125.63688659667969,0.00010000000000000002,1.3552527156068805e-20,0.0001,0.0001,108.70467376708984,39.462520599365234,246.7779541015625,45.54228591918945,,,,,-13.850316047668457,10.716300010681152,10.0,-55.27370071411133
8,1.0,712.0,0.0,0.0,7047.0,1061.0,0.0,0.0,0.0,0.0,0.0,3.466961145401001,,,,-7996193.270491957,-4.518696308135986,-3366078.2922290103,-12.273520802674257,-18099558820185.035,5016.475611783146,2900.3050686962815,10242.929412841797,116.08377075195312,0.00010000000000000002,1.3552527156068805e-20,0.0001,0.0001,123.27596282958984,43.541282653808594,244.92474365234375,49.494171142578125,,,,,-15.655898094177246,11.696898460388184,10.0,-58.93989562988281
9,1.0,801.0,0.0,0.0,7047.0,1061.0,0.0,0.0,0.0,0.0,0.0,3.9413375854492188,,,,-24382272.627703764,-4.51240348815918,-11770886.057546105,2.97685752755429,-130753675.4824209,5591.078016731177,3332.23196909654,11403.474151611328,95.28104400634766,0.00010000000000000002,1.3552527156068805e-20,0.0001,0.0001,139.45510864257812,56.588844299316406,325.9804382324219,48.53771209716797,,,,,-17.078689575195312,12.577312469482422,10.0,-63.61918640136719
