Epoch,Update Target Network,Training Iter,Episode #,In Heatup,ER #Transitions,ER #Episodes,Episode Length,Total steps,Epsilon,Shaped Training Reward,Training Reward,Wall-Clock Time,Evaluation Reward,Shaped Evaluation Reward,Success Rate,Inverse Propensity Score,Direct Method Reward,Doubly Robust,Weighted Importance Sampling,Sequential Doubly Robust,Loss/Mean,Loss/Stdev,Loss/Max,Loss/Min,Learning Rate/Mean,Learning Rate/Stdev,Learning Rate/Max,Learning Rate/Min,Grads (unclipped)/Mean,Grads (unclipped)/Stdev,Grads (unclipped)/Max,Grads (unclipped)/Min,Discounted Return/Mean,Discounted Return/Stdev,Discounted Return/Max,Discounted Return/Min,Q/Mean,Q/Stdev,Q/Max,Q/Min
0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0.0,85.0,0.0,0.0,6721.0,1366.0,0.0,0.0,0.0,0.0,0.0,0.0036394596099853516,,,,,,,,,2164.5478279786953,1184.501984015265,4177.2098026275635,44.173500061035156,9.999999999999999e-05,1.3552527156068805e-20,0.0001,0.0001,14.194063186645508,7.47707986831665,78.43596649169922,7.425480842590332,,,,,-0.623375654220581,2.947232484817505,10.0,-10.19808578491211
2,1.0,170.0,0.0,0.0,6721.0,1366.0,0.0,0.0,0.0,0.0,0.0,0.5099396705627441,,,,-153501.25160998787,-4.651821136474609,-8942.254043996165,-41.90207511327223,-7.82372239390703e+20,1909.7022492352653,1067.3921660685737,3734.4425888061523,49.726715087890625,9.999999999999999e-05,1.3552527156068805e-20,0.0001,0.0001,19.07155990600586,13.535542488098145,137.67347717285156,11.129388809204102,,,,,-1.3836727142333984,3.1976733207702637,10.0,-12.156521797180176
3,1.0,255.0,0.0,0.0,6721.0,1366.0,0.0,0.0,0.0,0.0,0.0,0.9618232250213623,,,,-114737.7420119355,-4.589264392852783,-7472.277528471419,-41.10091943995907,-264267073.27701613,1727.418104351268,1020.9941628278976,3517.5748920440674,27.876991271972656,9.999999999999999e-05,1.3552527156068805e-20,0.0001,0.0001,23.248165130615234,8.879749298095703,81.28814697265625,10.206818580627441,,,,,-2.4143195152282715,3.7781786918640137,10.0,-15.134961128234863
4,1.0,340.0,0.0,0.0,6721.0,1366.0,0.0,0.0,0.0,0.0,0.0,1.4250400066375732,,,,-113860.03880225404,-4.588501930236816,-7437.824686976973,-12.152463554634961,-263616526.98427308,1768.2872225817512,1056.9311722357425,3705.7033557891846,46.62507247924805,9.999999999999999e-05,1.3552527156068805e-20,0.0001,0.0001,26.385066986083984,13.64863109588623,138.48861694335938,12.946582794189453,,,,,-3.4093539714813232,4.331364631652832,10.0,-17.74342155456543
5,1.0,425.0,0.0,0.0,6721.0,1366.0,0.0,0.0,0.0,0.0,0.0,1.8960578441619873,,,,-115722.53934542678,-4.5903425216674805,-7433.965914812692,-60.35436721839046,-342550683.5129511,1941.434936770271,1065.358776185027,3855.9603633880615,42.702308654785156,9.999999999999999e-05,1.3552527156068805e-20,0.0001,0.0001,32.41253662109375,30.552413940429688,307.5885314941406,19.208171844482422,,,,,-4.182744979858398,4.7817912101745605,10.0,-19.08268928527832
6,1.0,510.0,0.0,0.0,6721.0,1366.0,0.0,0.0,0.0,0.0,0.0,2.31058669090271,,,,-394106.8979634654,-5.472297191619873,3571.4695773162243,-86.19039921480608,-7.449210101853592e+17,1955.578353253533,1106.066804030808,3932.0828437805176,30.730722427368164,9.999999999999999e-05,1.3552527156068805e-20,0.0001,0.0001,36.698307037353516,37.41923904418945,371.4036865234375,15.131951332092285,,,,,-4.655135631561279,5.172264099121094,10.0,-21.77442169189453
7,0.0,595.0,0.0,0.0,6721.0,1366.0,0.0,0.0,0.0,0.0,0.0,2.7636492252349854,,,,-502202.1493807678,-6.154196262359619,-12183.000379908755,0.3733148396320284,-1796970858053729.8,2043.3899231546065,1183.8474264426504,3967.1112911701202,33.49727249145508,9.999999999999999e-05,1.3552527156068805e-20,0.0001,0.0001,37.1975212097168,8.90921688079834,60.06455612182617,17.43095588684082,,,,,-5.155619144439697,5.629528045654297,10.0,-21.77442169189453
8,1.0,680.0,0.0,0.0,6721.0,1366.0,0.0,0.0,0.0,0.0,0.0,3.196821451187134,,,,-598765.0321565607,-6.30441427230835,3651.2462490992657,-20.265573554925368,-31825292596392.613,2130.1676030355343,1172.7901062961294,4015.4492647647858,26.11750602722168,9.999999999999999e-05,1.3552527156068805e-20,0.0001,0.0001,40.71159362792969,11.451184272766113,82.74901580810547,16.22416114807129,,,,,-5.376941680908203,6.052955627441406,10.0,-24.167741775512695
9,1.0,765.0,0.0,0.0,6721.0,1366.0,0.0,0.0,0.0,0.0,0.0,3.675264596939087,,,,-593113.7668944804,-6.61439847946167,6057.386267614065,-41.13708763675353,-7001612238322.466,2037.1100519208346,1200.6337055383904,4061.8332149982452,58.202308654785156,9.999999999999999e-05,1.3552527156068805e-20,0.0001,0.0001,41.095279693603516,10.471274375915527,70.2220687866211,18.254737854003906,,,,,-5.5844807624816895,6.541807174682617,10.0,-26.65213394165039
10,1.0,850.0,0.0,0.0,6721.0,1366.0,0.0,0.0,0.0,0.0,0.0,4.142603635787964,,,,-697120.5217684846,-6.886100769042969,-1442.132215823642,-41.14067726932934,-1.0771333409028788e+19,2073.2049957534846,1178.5120092828258,4046.3778517842293,33.30509948730469,9.999999999999999e-05,1.3552527156068805e-20,0.0001,0.0001,45.77259063720703,12.629898071289062,82.5334243774414,8.389233589172363,,,,,-5.760869979858398,7.010066509246826,10.0,-29.1151123046875
11,1.0,935.0,0.0,0.0,6721.0,1366.0,0.0,0.0,0.0,0.0,0.0,4.569572448730469,,,,-939611.4786570828,-6.953520774841309,-55070.97920410842,-41.1406772693311,-3.11550418867749e+22,2128.425284576416,1165.0305029595631,4040.4133281707764,62.8881721496582,9.999999999999999e-05,1.3552527156068805e-20,0.0001,0.0001,47.85750961303711,19.571035385131836,183.53860473632812,23.16094207763672,,,,,-5.919105052947998,7.496785640716553,10.0,-31.799652099609375
12,1.0,1020.0,0.0,0.0,6721.0,1366.0,0.0,0.0,0.0,0.0,0.0,5.012239456176758,,,,-1001668.3280644658,-6.984679222106934,-78661.14691219298,-41.1406772693311,-4.362770950407179e+22,2071.3354520685534,1162.4059092410935,4174.121736526489,43.093929290771484,9.999999999999999e-05,1.3552527156068805e-20,0.0001,0.0001,51.673316955566406,16.83301544189453,149.3909454345703,24.429292678833008,,,,,-5.943808078765869,7.910245895385742,10.0,-34.04670333862305
13,1.0,1105.0,0.0,0.0,6721.0,1366.0,0.0,0.0,0.0,0.0,0.0,5.431275367736816,,,,-1054056.5594718498,-7.1389336585998535,-91860.46058901558,-41.1406772693311,-1.797922350960901e+22,2100.2408055277433,1232.6932339752511,4211.420995950699,42.61479568481445,9.999999999999999e-05,1.3552527156068805e-20,0.0001,0.0001,52.921775817871094,18.801895141601562,106.68746185302734,25.618579864501953,,,,,-5.894115924835205,8.281471252441406,10.0,-36.49601745605469
14,0.0,1190.0,0.0,0.0,6721.0,1366.0,0.0,0.0,0.0,0.0,0.0,5.8659749031066895,,,,-1060676.14978491,-7.211320877075195,-103395.07776030795,-41.1406772693311,-3.911032476675143e+21,2197.0192633236156,1275.3888675000455,4389.602861404419,23.269927978515625,9.999999999999999e-05,1.3552527156068805e-20,0.0001,0.0001,61.859519958496094,42.540977478027344,418.4925231933594,25.438209533691406,,,,,-6.09798002243042,8.701797485351562,10.0,-36.49601745605469
15,1.0,1275.0,0.0,0.0,6721.0,1366.0,0.0,0.0,0.0,0.0,0.0,6.3152618408203125,,,,-1023979.7525223793,-7.2133684158325195,-111758.92782942005,-41.1406772693311,-2.9652133407495284e+20,2360.5492188201233,1319.4352124526029,4552.489595651627,50.85326385498047,9.999999999999999e-05,1.3552527156068805e-20,0.0001,0.0001,60.57072067260742,18.549325942993164,121.47990417480469,18.393083572387695,,,,,-6.065508842468262,9.034812927246094,10.0,-39.018795013427734
16,1.0,1360.0,0.0,0.0,6721.0,1366.0,0.0,0.0,0.0,0.0,0.0,6.811035633087158,,,,-1021601.0244832815,-7.218066215515137,-117384.46944976629,-41.1406772693311,-2.3647533023814062e+19,2287.2224468455597,1383.8144228403394,4669.300983428955,39.651649475097656,9.999999999999999e-05,1.3552527156068805e-20,0.0001,0.0001,67.87570190429688,20.745878219604492,130.49913024902344,21.26190757751465,,,,,-6.046772480010986,9.387304306030273,10.0,-40.7597770690918
17,1.0,1445.0,0.0,0.0,6721.0,1366.0,0.0,0.0,0.0,0.0,0.0,7.265291929244995,,,,-1039621.0679632705,-7.2253193855285645,-122332.4724433411,-41.1406772693311,-9.378261084396005e+18,2399.6594573974608,1344.3613874139799,4791.44867515564,39.34290313720703,9.999999999999999e-05,1.3552527156068805e-20,0.0001,0.0001,75.18637084960938,55.65705490112305,556.33984375,34.1920280456543,,,,,-6.047072887420654,9.693817138671875,10.0,-42.67103576660156
18,1.0,1530.0,0.0,0.0,6721.0,1366.0,0.0,0.0,0.0,0.0,0.0,7.719988584518433,,,,-1004793.912541458,-7.220060348510742,-115211.46180458565,-41.1406772693311,-4.824485483972201e+18,2468.2122128206142,1387.716810377598,4833.575773239136,56.710330963134766,9.999999999999999e-05,1.3552527156068805e-20,0.0001,0.0001,71.32273864746094,23.535303115844727,142.80340576171875,41.944488525390625,,,,,-6.143289089202881,10.052915573120117,10.0,-45.12287139892578
19,1.0,1615.0,0.0,0.0,6721.0,1366.0,0.0,0.0,0.0,0.0,0.0,8.203986167907715,,,,-974088.1352035981,-7.21199893951416,-109668.9394268332,-41.1406772693311,-1.1550699074004987e+20,2499.967606387419,1434.6394220315533,5069.902855873108,78.95755004882812,9.999999999999999e-05,1.3552527156068805e-20,0.0001,0.0001,79.72345733642578,68.19637298583984,661.619384765625,22.95307159423828,,,,,-6.107634544372559,10.294347763061523,10.0,-46.7789192199707
20,1.0,1700.0,0.0,0.0,6721.0,1366.0,0.0,0.0,0.0,0.0,0.0,8.654151201248169,,,,-919341.6785187959,-7.203131198883057,-104257.09253988542,-41.14067726933109,-2.1083097144077283e+19,2691.6512243495267,1504.7855778477117,5082.268721580505,51.68095016479492,9.999999999999999e-05,1.3552527156068805e-20,0.0001,0.0001,83.38409423828125,27.134048461914062,174.9445037841797,43.580745697021484,,,,,-6.264083385467529,10.6522855758667,10.0,-46.77891540527344
